Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,ParentLocationCode,ParentLocation,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
1528270,SA_0000001400,COUNTRY,COM,AFR,Africa,YEAR,1962,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHCOM,0.13,0.13,,,2018-05-11T09:02:55Z,1962,1/1/1962,12/31/1962
1528534,SA_0000001400,COUNTRY,LSO,AFR,Africa,YEAR,2008,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHLSO,0.5,0.52768,,,2024-08-12T15:16:09Z,2008,1/1/2008,12/31/2008
1528617,SA_0000001400,COUNTRY,BOL,AMR,Americas,YEAR,1973,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHBOL,0.06,0.06,,,2018-05-11T09:16:11Z,1973,1/1/1973,12/31/1973
1528648,SA_0000001400,COUNTRY,STP,AFR,Africa,YEAR,1970,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHSTP,0,0,,,2018-05-11T09:16:10Z,1970,1/1/1970,12/31/1970
1528659,SA_0000001400,COUNTRY,HTI,AMR,Americas,YEAR,2016,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHHTI,0.4,0.39934,,,2024-08-12T15:16:09Z,2016,1/1/2016,12/31/2016
1528675,SA_0000001400,COUNTRY,POL,EUR,Europe,YEAR,1993,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHPOL,5.15,5.15,,,2018-05-11T09:03:11Z,1993,1/1/1993,12/31/1993
1528712,SA_0000001400,COUNTRY,ZAF,AFR,Africa,YEAR,2013,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHZAF,0.7,0.66378,,,2024-08-12T15:16:09Z,2013,1/1/2013,12/31/2013
1528942,SA_0000001400,COUNTRY,UZB,EUR,Europe,YEAR,1996,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHUZB,0.87,0.87,,,2018-05-11T09:05:28Z,1996,1/1/1996,12/31/1996
1529747,SA_0000001400,COUNTRY,MMR,SEAR,South-East Asia,YEAR,1996,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHMMR,0.23,0.23,,,2018-05-11T09:17:58Z,1996,1/1/1996,12/31/1996
1529836,SA_0000001400,COUNTRY,IRN,EMR,Eastern Mediterranean,YEAR,2011,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHIRN,0,3.00E-05,,,2024-08-12T15:16:09Z,2011,1/1/2011,12/31/2011
1529972,SA_0000001400,COUNTRY,MWI,AFR,Africa,YEAR,1983,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHMWI,0.01,0.01,,,2018-05-11T09:11:17Z,1983,1/1/1983,12/31/1983
1530158,SA_0000001400,COUNTRY,BIH,EUR,Europe,YEAR,2002,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHBIH,0.4,0.35768,,,2024-08-12T15:16:09Z,2002,1/1/2002,12/31/2002
1530383,SA_0000001400,COUNTRY,RWA,AFR,Africa,YEAR,1994,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHRWA,7.86,7.86,,,2018-05-11T09:03:47Z,1994,1/1/1994,12/31/1994
1530410,SA_0000001400,COUNTRY,ATG,AMR,Americas,YEAR,1968,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHATG,4.75,4.75,,,2018-05-11T09:22:50Z,1968,1/1/1968,12/31/1968
1530488,SA_0000001400,COUNTRY,RWA,AFR,Africa,YEAR,2000,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHRWA,0,0.01231,,,2024-08-12T15:16:09Z,2000,1/1/2000,12/31/2000
1530550,SA_0000001400,COUNTRY,NLD,EUR,Europe,YEAR,1965,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHNLD,2.59,2.59,,,2018-05-11T09:03:50Z,1965,1/1/1965,12/31/1965
1530624,SA_0000001400,COUNTRY,AFG,EMR,Eastern Mediterranean,YEAR,1977,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHAFG,0,0,,,2018-05-11T09:10:29Z,1977,1/1/1977,12/31/1977
1530727,SA_0000001400,COUNTRY,GTM,AMR,Americas,YEAR,1968,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHGTM,0,0,,,2018-05-11T09:13:40Z,1968,1/1/1968,12/31/1968
1531103,SA_0000001400,COUNTRY,MKD,EUR,Europe,YEAR,2010,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHMKD,1.8,1.77318,,,2024-08-12T15:16:09Z,2010,1/1/2010,12/31/2010
1531254,SA_0000001400,COUNTRY,ARE,EMR,Eastern Mediterranean,YEAR,1987,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHARE,0.61,0.61,,,2018-05-11T09:21:26Z,1987,1/1/1987,12/31/1987
1531513,SA_0000001400,COUNTRY,YEM,EMR,Eastern Mediterranean,YEAR,1972,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHYEM,0.46,0.46,,,2018-05-11T09:03:22Z,1972,1/1/1972,12/31/1972
1531614,SA_0000001400,COUNTRY,GAB,AFR,Africa,YEAR,2014,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHGAB,7.9,7.94759,,,2024-08-12T15:16:09Z,2014,1/1/2014,12/31/2014
1531884,SA_0000001400,COUNTRY,LCA,AMR,Americas,YEAR,2019,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHLCA,1.1,1.13059,,,2024-08-12T15:16:09Z,2019,1/1/2019,12/31/2019
1532214,SA_0000001400,COUNTRY,DJI,EMR,Eastern Mediterranean,YEAR,1996,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHDJI,0.11,0.11,,,2018-05-11T09:03:23Z,1996,1/1/1996,12/31/1996
1532548,SA_0000001400,COUNTRY,CMR,AFR,Africa,YEAR,2003,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHCMR,0,0,,,2024-08-12T15:16:09Z,2003,1/1/2003,12/31/2003
1532788,SA_0000001400,COUNTRY,MLT,EUR,Europe,YEAR,2020,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHMLT,0.4,0.36747,,,2024-08-12T15:16:09Z,2020,1/1/2020,12/31/2020
1532815,SA_0000001400,COUNTRY,FSM,WPR,Western Pacific,YEAR,1974,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHFSM,0,0,,,2018-05-11T09:10:33Z,1974,1/1/1974,12/31/1974
1533003,SA_0000001400,COUNTRY,SVN,EUR,Europe,YEAR,1988,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHSVN,8.39,8.39,,,2018-05-11T09:05:12Z,1988,1/1/1988,12/31/1988
1533114,SA_0000001400,COUNTRY,NZL,WPR,Western Pacific,YEAR,1991,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHNZL,1.71,1.71,,,2018-05-11T09:07:45Z,1991,1/1/1991,12/31/1991
1533397,SA_0000001400,COUNTRY,MEX,AMR,Americas,YEAR,2001,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHMEX,0,0.04997,,,2024-08-12T15:16:09Z,2001,1/1/2001,12/31/2001
1533606,SA_0000001400,COUNTRY,IND,SEAR,South-East Asia,YEAR,1963,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHIND,0,0,,,2018-05-11T09:19:36Z,1963,1/1/1963,12/31/1963
1533666,SA_0000001400,COUNTRY,UKR,EUR,Europe,YEAR,2017,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHUKR,5.5,5.52423,,,2024-08-12T15:16:09Z,2017,1/1/2017,12/31/2017
1533954,SA_0000001400,COUNTRY,VUT,WPR,Western Pacific,YEAR,1965,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHVUT,2.92,2.92,,,2018-05-11T09:21:10Z,1965,1/1/1965,12/31/1965
1534104,SA_0000001400,COUNTRY,SVN,EUR,Europe,YEAR,2003,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHSVN,0.1,0.06842,,,2024-08-12T15:16:09Z,2003,1/1/2003,12/31/2003
1534117,SA_0000001400,COUNTRY,COG,AFR,Africa,YEAR,1985,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHCOG,0.01,0.01,,,2018-05-11T09:22:07Z,1985,1/1/1985,12/31/1985
1534219,SA_0000001400,COUNTRY,TUN,EMR,Eastern Mediterranean,YEAR,1993,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHTUN,0.94,0.94,,,2018-05-11T09:09:54Z,1993,1/1/1993,12/31/1993
1534315,SA_0000001400,COUNTRY,BRN,WPR,Western Pacific,YEAR,2015,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHBRN,0,0,,,2024-08-12T15:16:09Z,2015,1/1/2015,12/31/2015
1534329,SA_0000001400,COUNTRY,BWA,AFR,Africa,YEAR,1967,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHBWA,2.55,2.55,,,2018-05-11T09:07:51Z,1967,1/1/1967,12/31/1967
1534353,SA_0000001400,COUNTRY,IRL,EUR,Europe,YEAR,2003,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHIRL,13.6,13.60939,,,2024-08-12T15:16:09Z,2003,1/1/2003,12/31/2003
1534491,SA_0000001400,COUNTRY,JPN,WPR,Western Pacific,YEAR,1971,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHJPN,1.75,1.75,,,2018-05-11T09:11:54Z,1971,1/1/1971,12/31/1971
1534643,SA_0000001400,COUNTRY,LVA,EUR,Europe,YEAR,2006,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHLVA,1,1.03333,,,2024-08-12T15:16:09Z,2006,1/1/2006,12/31/2006
1534962,SA_0000001400,COUNTRY,DEU,EUR,Europe,YEAR,1990,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHDEU,14.89,14.89,,,2018-05-11T09:20:36Z,1990,1/1/1990,12/31/1990
1535092,SA_0000001400,COUNTRY,DJI,EMR,Eastern Mediterranean,YEAR,1993,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHDJI,0.1,0.1,,,2018-05-11T09:05:32Z,1993,1/1/1993,12/31/1993
1535096,SA_0000001400,COUNTRY,FJI,WPR,Western Pacific,YEAR,1962,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHFJI,0.02,0.02,,,2018-05-11T09:17:51Z,1962,1/1/1962,12/31/1962
1535386,SA_0000001400,COUNTRY,CAN,AMR,Americas,YEAR,1973,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHCAN,3.17,3.17,,,2018-05-11T09:13:03Z,1973,1/1/1973,12/31/1973
1535465,SA_0000001400,COUNTRY,KHM,WPR,Western Pacific,YEAR,1999,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHKHM,0.23,0.23,,,2018-05-11T09:12:01Z,1999,1/1/1999,12/31/1999
1535920,SA_0000001400,COUNTRY,CHL,AMR,Americas,YEAR,2020,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHCHL,3.3,3.31751,,,2024-08-12T15:16:09Z,2020,1/1/2020,12/31/2020
1536070,SA_0000001400,COUNTRY,LSO,AFR,Africa,YEAR,1988,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHLSO,0.06,0.06,,,2018-05-11T09:06:29Z,1988,1/1/1988,12/31/1988
1536094,SA_0000001400,COUNTRY,GNQ,AFR,Africa,YEAR,2016,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHGNQ,0.1,0.06287,,,2024-08-12T15:16:09Z,2016,1/1/2016,12/31/2016
1536364,SA_0000001400,COUNTRY,DJI,EMR,Eastern Mediterranean,YEAR,1991,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHDJI,0.36,0.36,,,2018-05-11T09:03:03Z,1991,1/1/1991,12/31/1991
1537036,SA_0000001400,COUNTRY,BLZ,AMR,Americas,YEAR,1964,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHBLZ,0.98,0.98,,,2018-05-11T09:08:20Z,1964,1/1/1964,12/31/1964
1537167,SA_0000001400,COUNTRY,RUS,EUR,Europe,YEAR,2004,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHRUS,0.9,0.94695,,,2024-08-12T15:16:09Z,2004,1/1/2004,12/31/2004
1537309,SA_0000001400,COUNTRY,MEX,AMR,Americas,YEAR,1988,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHMEX,0.04,0.04,,,2018-05-11T09:09:49Z,1988,1/1/1988,12/31/1988
1537643,SA_0000001400,COUNTRY,LBN,EMR,Eastern Mediterranean,YEAR,2011,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHLBN,0.4,0.435,,,2024-08-12T15:16:09Z,2011,1/1/2011,12/31/2011
1537695,SA_0000001400,COUNTRY,KWT,EMR,Eastern Mediterranean,YEAR,2018,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHKWT,0,0,,,2024-08-12T15:16:09Z,2018,1/1/2018,12/31/2018
1537730,SA_0000001400,COUNTRY,SLB,WPR,Western Pacific,YEAR,2013,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHSLB,0.6,0.64039,,,2024-08-12T15:16:09Z,2013,1/1/2013,12/31/2013
1537733,SA_0000001400,COUNTRY,HUN,EUR,Europe,YEAR,2009,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHHUN,4,3.9612,,,2024-08-12T15:16:09Z,2009,1/1/2009,12/31/2009
1537954,SA_0000001400,COUNTRY,TUR,EUR,Europe,YEAR,1975,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHTUR,0.33,0.33,,,2018-05-11T09:11:11Z,1975,1/1/1975,12/31/1975
1538694,SA_0000001400,COUNTRY,PER,AMR,Americas,YEAR,1981,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHPER,5.93,5.93,,,2018-05-11T09:15:33Z,1981,1/1/1981,12/31/1981
1539061,SA_0000001400,COUNTRY,IDN,SEAR,South-East Asia,YEAR,2006,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHIDN,0.1,0.06,,,2024-08-12T15:16:09Z,2006,1/1/2006,12/31/2006
1539114,SA_0000001400,COUNTRY,COG,AFR,Africa,YEAR,1967,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHCOG,0.1,0.1,,,2018-05-11T09:10:45Z,1967,1/1/1967,12/31/1967
1539140,SA_0000001400,COUNTRY,COL,AMR,Americas,YEAR,2010,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHCOL,0.1,0.05052,,,2024-08-12T15:16:09Z,2010,1/1/2010,12/31/2010
1539232,SA_0000001400,COUNTRY,SLB,WPR,Western Pacific,YEAR,1987,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHSLB,0.58,0.58,,,2018-05-11T09:15:48Z,1987,1/1/1987,12/31/1987
1539290,SA_0000001400,COUNTRY,TLS,SEAR,South-East Asia,YEAR,2014,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHTLS,0,0.01681,,,2024-08-12T15:16:09Z,2014,1/1/2014,12/31/2014
1539308,SA_0000001400,COUNTRY,NPL,SEAR,South-East Asia,YEAR,2016,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHNPL,0.6,0.57271,,,2024-08-12T15:16:09Z,2016,1/1/2016,12/31/2016
1540763,SA_0000001400,COUNTRY,SVK,EUR,Europe,YEAR,1973,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHSVK,13.68,13.68,,,2018-05-11T09:16:44Z,1973,1/1/1973,12/31/1973
1540876,SA_0000001400,COUNTRY,KGZ,EUR,Europe,YEAR,2020,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHKGZ,2.6,2.63898,,,2024-08-12T15:16:09Z,2020,1/1/2020,12/31/2020
1540951,SA_0000001400,COUNTRY,ZAF,AFR,Africa,YEAR,1968,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHZAF,6.91,6.91,,,2018-05-11T09:06:30Z,1968,1/1/1968,12/31/1968
1541007,SA_0000001400,COUNTRY,BEL,EUR,Europe,YEAR,2017,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHBEL,4.4,4.42301,,,2024-08-12T15:16:09Z,2017,1/1/2017,12/31/2017
1541107,SA_0000001400,COUNTRY,MNE,EUR,Europe,YEAR,2015,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHMNE,3.5,3.5,2.21581,4.88573,2022-06-13T07:58:37Z,2015,1/1/2015,12/31/2015
1541210,SA_0000001400,COUNTRY,GMB,AFR,Africa,YEAR,1985,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHGMB,0.1,0.1,,,2018-05-11T09:18:09Z,1985,1/1/1985,12/31/1985
1541292,SA_0000001400,COUNTRY,SEN,AFR,Africa,YEAR,1965,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHSEN,0.78,0.78,,,2018-05-11T09:07:40Z,1965,1/1/1965,12/31/1965
1541324,SA_0000001400,COUNTRY,TUV,WPR,Western Pacific,YEAR,2005,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHTUV,1,0.9588,,,2024-08-12T15:16:09Z,2005,1/1/2005,12/31/2005
1541371,SA_0000001400,COUNTRY,MNG,WPR,Western Pacific,YEAR,1989,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHMNG,0,0,,,2018-05-11T09:19:43Z,1989,1/1/1989,12/31/1989
1541388,SA_0000001400,COUNTRY,SDN,EMR,Eastern Mediterranean,YEAR,1996,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHSDN,0,0,,,2018-05-11T09:11:45Z,1996,1/1/1996,12/31/1996
1541422,SA_0000001400,COUNTRY,LVA,EUR,Europe,YEAR,2007,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHLVA,11.2,11.16667,,,2024-08-12T15:16:09Z,2007,1/1/2007,12/31/2007
1541470,SA_0000001400,COUNTRY,DJI,EMR,Eastern Mediterranean,YEAR,1972,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHDJI,2.85,2.85,,,2018-05-11T09:05:34Z,1972,1/1/1972,12/31/1972
1541640,SA_0000001400,COUNTRY,YEM,EMR,Eastern Mediterranean,YEAR,1980,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHYEM,0.33,0.33,,,2018-05-11T09:04:22Z,1980,1/1/1980,12/31/1980
1541674,SA_0000001400,COUNTRY,COM,AFR,Africa,YEAR,1972,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHCOM,0,0,,,2018-05-11T09:07:41Z,1972,1/1/1972,12/31/1972
1541864,SA_0000001400,COUNTRY,SYC,AFR,Africa,YEAR,1982,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHSYC,0.39,0.39,,,2018-05-11T09:16:03Z,1982,1/1/1982,12/31/1982
1541954,SA_0000001400,COUNTRY,BDI,AFR,Africa,YEAR,2002,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHBDI,0,0.00344,,,2024-08-12T15:16:09Z,2002,1/1/2002,12/31/2002
1542445,SA_0000001400,COUNTRY,NER,AFR,Africa,YEAR,1985,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHNER,0.1,0.1,,,2018-05-11T09:09:36Z,1985,1/1/1985,12/31/1985
1542475,SA_0000001400,COUNTRY,ZMB,AFR,Africa,YEAR,2004,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHZMB,0.4,0.44846,,,2024-08-12T15:16:09Z,2004,1/1/2004,12/31/2004
1542554,SA_0000001400,COUNTRY,KIR,WPR,Western Pacific,YEAR,1993,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHKIR,0,0,,,2018-05-11T09:10:07Z,1993,1/1/1993,12/31/1993
1542632,SA_0000001400,COUNTRY,MDG,AFR,Africa,YEAR,2014,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHMDG,0.7,0.69879,,,2024-08-12T15:16:09Z,2014,1/1/2014,12/31/2014
1542737,SA_0000001400,COUNTRY,MWI,AFR,Africa,YEAR,1961,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHMWI,1.55,1.55,,,2018-05-11T09:20:50Z,1961,1/1/1961,12/31/1961
1542823,SA_0000001400,COUNTRY,STP,AFR,Africa,YEAR,2002,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHSTP,4.5,4.53819,,,2024-08-12T15:16:09Z,2002,1/1/2002,12/31/2002
1543104,SA_0000001400,COUNTRY,USA,AMR,Americas,YEAR,1980,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHUSA,1.29,1.29,,,2018-05-11T09:03:53Z,1980,1/1/1980,12/31/1980
1543384,SA_0000001400,COUNTRY,BGR,EUR,Europe,YEAR,2008,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHBGR,10.3,10.33985,,,2024-08-12T15:16:09Z,2008,1/1/2008,12/31/2008
1543579,SA_0000001400,COUNTRY,MOZ,AFR,Africa,YEAR,2004,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHMOZ,0.1,0.12789,,,2024-08-12T15:16:09Z,2004,1/1/2004,12/31/2004
1543673,SA_0000001400,COUNTRY,VUT,WPR,Western Pacific,YEAR,2014,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHVUT,0,0.00109,,,2024-08-12T15:16:09Z,2014,1/1/2014,12/31/2014
1544114,SA_0000001400,COUNTRY,TTO,AMR,Americas,YEAR,2014,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHTTO,2.7,2.72809,,,2024-08-12T15:16:09Z,2014,1/1/2014,12/31/2014
1544149,SA_0000001400,COUNTRY,IDN,SEAR,South-East Asia,YEAR,2019,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHIDN,0,6.80E-04,,,2024-08-12T15:16:09Z,2019,1/1/2019,12/31/2019
1544165,SA_0000001400,COUNTRY,ERI,AFR,Africa,YEAR,1997,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHERI,0,0,,,2018-05-11T09:14:59Z,1997,1/1/1997,12/31/1997
1544445,SA_0000001400,COUNTRY,CAN,AMR,Americas,YEAR,1980,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHCAN,1.11,1.11,,,2018-05-11T09:22:51Z,1980,1/1/1980,12/31/1980
1544513,SA_0000001400,COUNTRY,VCT,AMR,Americas,YEAR,2020,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHVCT,1.8,1.77737,,,2024-08-12T15:16:09Z,2020,1/1/2020,12/31/2020
1544629,SA_0000001400,COUNTRY,BWA,AFR,Africa,YEAR,1964,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHBWA,0.13,0.13,,,2018-05-11T09:22:15Z,1964,1/1/1964,12/31/1964
1544890,SA_0000001400,COUNTRY,COL,AMR,Americas,YEAR,2011,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHCOL,0,0.02008,,,2024-08-12T15:16:09Z,2011,1/1/2011,12/31/2011
1545024,SA_0000001400,COUNTRY,VNM,WPR,Western Pacific,YEAR,1963,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHVNM,0,0,,,2018-05-11T09:06:57Z,1963,1/1/1963,12/31/1963
