IndicatorCode,IndicatorName
PercposANC,"Antenatal care attendees who were positive for syphilis (%), reported"
GOE_Q030_3,Providing guidance on privacy and security
GOE_Q030_4,Providing oversight and enforcement of data ownership
GOE_Q058,Infrastructure
GOE_Q059,Funding
GOE_Q061,Cost-effectiveness
GOE_Q063,Legal
GOE_Q069,Country has telehealth policy or strategy
GOE_Q070,Strategy includes objectives as to how telehealth contributes to UHC
GOE_Q081,Evaluation of any government-sponsored telehealth programmes
GOE_Q104_2,Improving access to content and experts
GOE_Q104_3,Enabling access to education where learning facilities are limited
GOE_Q118,eLearning used for in-service training of health professionals
GOE_Q120,eLearning courses accredited by continuing medical education or professional licensing bodies
SA_0000001457_ARCHIVED,"Liver cirrhosis, age-standardized death rates (15+), per 100,000 population"
SA_0000001459,"Road traffic crash deaths, age-standardized death rates (15+), per 100,000 population"
SA_0000001459_ARCHIVED,"Road traffic crash deaths, age-standardized death rates (15+), per 100,000 population"
SA_0000001462,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%"
SA_0000001462_ARCHIVED,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%"
GOE_Q182,Policy or strategy makes specific reference tothe use of social media in the health domain
GOE_Q196,Country has  national policy or strategy regulating the use of big data in the health sector
GOE_Q197,Country has national policy or strategy regulating the use of big data by private companies
GOE_Q200,Capacity building required for new skills
SA_0000001719,Advertising restrictions on social media
SA_0000001719_ARCHIVED,Advertising restrictions on social media
GOE_Q132,Lack of infrastructure
SA_0000001405,"Alcohol, tourist consumption (in litres of pure alcohol)"
SA_0000001722,Government support for community action
SA_0000001726,Penalties for drink driving
SA_0000001730,Price measures
GOE_Q175,Which allows individuals electronic access to their own health-related data when held in an EHR
GOE_Q177,Which allows individuals to demand the deletion of health-related data from their EHR
GOE_Q199,Insufficient incentives for data sharing
R_Other_average,Average - taxes as a % of cigarette price - other taxes
R_Price_mp_estimate,Most sold brand of cigarettes - price in currency reported
R_Price_premium_usd,Premium brand of cigarettes - price in US$ at official exchange rates
SA_0000001721_ARCHIVED,Importance of measures for enhancing compliance with age limits
SA_0000001723,Community-based interventions involving stakeholders
SA_0000001727,Sobriety checkpoints
SA_0000001724,National guidelines for implementing effective community-based interventions
SA_0000001724_ARCHIVED,National guidelines for implementing effective community-based interventions
SA_0000001725,National alcohol policy specifically involves young people activities
SA_0000001727_ARCHIVED,Sobriety checkpoints
SA_0000001728,Detection of marketing infringements
SA_0000001728_ARCHIVED,Detection of marketing infringements
SA_0000001729_ARCHIVED,Penalties for marketing infringements
SA_0000001730_ARCHIVED,Price measures
SA_0000001732_ARCHIVED,New types of alcoholic beverages emerging
SA_0000001733,"Consumer information about calories, additives, etc on containers"
SA_0000001739,"Alcohol, heavy episodic drinking (15+) past 30 days (%), age-standardized"
SA_0000001739_ARCHIVED,"Alcohol, heavy episodic drinking (15+) past 30 days (%), age-standardized with 95%CI"
R_imp_duty_average,Average - taxes as a % of cigarette price - import duties
R_imp_duty_estimate,Most sold brand of cigarettes - taxes as a % of price - import duties
R_Other_estimate,Most sold brand of cigarettes - taxes as a % of price - other taxes
R_Sp_excise_estimate,Most sold brand of cigarettes - taxes as a % of price - specific excise
RADON_Q201,Existence of any national radon activity
RADON_Q301,Existence of national radon survey(s)
RADON_Q401,Existence of national radon action plan
RADON_Q403,Radon in building regulations for new buildings
R_Price_premium_ppp,Premium brand of cigarettes - price in international dollars
R_VAT_estimate,Most sold brand of cigarettes - taxes as a % of price - value added tax
RADON_Q304,Data in national radon database
RADON_Q402,Existence of national radon regulations
RADON_Q404,Radon in building regulations for existing buildings i.e. renovation/remodeling/major alteration
SA_0000001413_ARCHIVED,"Alcohol, consumers past 12 months (%)"
SA_0000001420,"Age-standardized DALYs, colon and rectum cancers, per 100,000"
SA_0000001421,"Age-standardized DALYs, diabetes mellitus, per 100,000"
SA_0000001423,"Age-standardized DALYs, falls, per 100,000"
PercposMSM,Men who have sex with men (MSM) with active syphilis (%)
PercposSW,Sex workers with active syphilis (%)
PerctestedANC,"Women accessing antenatal care (ANC) services who were tested for syphilis (%), reported"
pncall,Postnatal care visit within two days of birth (in the x years preceding the survey) (%)
pnchome5,Postnatal care visit within two days of birth - born outside a health facility (in the five years preceding the survey) (%)
R_Ad_val_average,Average - taxes as a % of cigarette price - ad valorem excise
R_admin_duty_free_allowance,"Tax administration: If duty free imports are limited, duty free allowance (number of cigarette sticks)"
R_Curr_mp,Most sold brand of cigarettes - currency reported
R_Curr_premium_cost,Premium brand of cigarettes - currency reported
GOE_Q153,Lack of capacity
GOE_Q155,Lack of funding
GOE_Q156,lack of evidence showing effectiveness of EHR
GOE_Q157,Lack of evidence showing cost-effectiveness or EHR
GOE_Q171,To protect the privacy of individuals' health-related  data held in electronic format as an EHR
RADON_Q603,Radon concentration measurements for existing buildings
RADON_Q701,Mandatory preventive measures (new buildings)
SA_0000001460,"Age-standardized death rates (15+ years), violence, per 100,000"
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI"
SA_0000001461_ARCHIVED,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI"
SA_0000001427,"Age-standardized DALYs, liver cirrhosis, per 100,000"
SA_0000001430,"Age-standardized DALYs, oesophagus cancer, per 100,000"
SA_0000001431,"Age-standardized DALYs, poisoning, per 100,000"
SA_0000001432,"Age-standardized DALYs, prematurity and low birth rate, per 100,000"
SA_0000001435,"Age-standardized DALYs, other unintentional injuries, per 100,000"
SA_0000001436,"Age-standardized DALYs, violence, per 100,000"
SA_0000001457,"Liver cirrhosis, age-standardized death rates (15+), per 100,000 population"
RADON_Q405,Radon in national drinking-water regulations
RADON_Q501,Existence of national reference level for dwellings and buildings with high public occupancy
SA_0000001463_ARCHIVED,"Alcoholic psychosis, incidence, per 100,000"
SA_0000001464,"Cautions and arrests for drink-driving, per 100,000 population"
SA_0000001465,"Hospital discharges, alcohol-related injuries and poisoning, per 100,000"
SA_0000001734,Number of standard alcoholic drinks displayed on containers
SA_0000001740,Alcohol-attributable Years of Life Lost (YLL) score
SA_0000001741,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)"
SA_0000001463,"Alcoholic psychosis, incidence, per 100,000"
SA_0000001467,Perceived trend in alcohol-related harm and consequences
SA_0000001470_ARCHIVED,"Alcohol-related road traffic crashes, per 100,000 population"
SA_0000001472,"Alcohol-related injury mortality, per 1,000"
SA_0000001733_ARCHIVED,"Consumer information about calories, additives, etc on containers"
SA_0000001734_ARCHIVED,Number of standard alcoholic drinks displayed on containers
SA_0000001736,Action Plan for implementation of alcohol policy
SA_0000001737_ARCHIVED,"Alcohol, regional per capita (15+) consumption (in litres of pure alcohol)"
SA_0000001742_ARCHIVED,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)"
SA_0000001743_ARCHIVED,"Alcohol-attributable fractions, all-cause deaths (%)"
RADON_Q502,Existence of national reference level for buildings with high public occupancy
RADON_Q602,Radon concentration measurements for new buildings
Rev_curr,Annual tax revenues - currency
Rev_govt_total,Annual tax revenues - total revenues
SA_0000001740_ARCHIVED,Alcohol-attributable Years of Life Lost (YLL) score
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)"
SA_0000001744_ARCHIVED,"Alcohol, regional prevalence of alcohol dependence (%)"
SA_0000001745,"Alcohol, regional prevalence of alcohol use disorders (%)"
RADON_Q703,Financial support provided for mitigation (existing dwellings)
RADON_Q704,Authorization/accreditation required for prevention/mitigation service providers
RADON_Q705,Official standards/guidelines for prevention/mitigation
RADON_Q706,Existence of training/education on prevention/mitigation
RADON_Q802,Inclusion of radon measurements in property transactions
Rev_excise,Annual tax revenues - total excise (specific and ad valorem)
RADON_Q702,Mandatory mitigation measures if legal value is exceeded (existing buildings)
RADON_Q801,Existence of national radon risk communication strategy
RateCS,"Congenital syphilis rate per 100 000 live births, reported"
Rev_year,Annual tax revenues - year
SA_0000001466,"Hospital discharges, alcoholic liver disease, per 100,000"
SA_0000001468,"Treatment admissions (inpatient), alcohol dependence, per 100,000"
SA_0000001474,Alcoholic excise tax revenue as a per cent of government revenue
SA_0000001474_ARCHIVED,Alcoholic excise tax revenue as a per cent of government revenue
SA_0000001475_ARCHIVED,Annual revenues from alcohol excise tax in millions US$
SA_0000001477_ARCHIVED,Social costs of alcohol use in millions US$
RS_210,Applicability of seat-belt law to all occupants
RS_213,Existence of a national child-restraint law
RS_219,Applicability of national motorcycle helmet law to all occupants
RS_223_BIS,Law requires helmet to be fastened
RS_229,Availability of funding for national road safety strategy
RSUD_1,"Point prevalence (%), alcohol use disorders, 15+ years"
RSUD_130,Government unit/official responsible for treatment of substance use disorders
SA_0000001440,"Age-standardized death rates, diabetes mellitus, per 100,000"
SA_0000001441,"Age-standardized death rates, drownings, per 100,000"
SA_0000001443,"Age-standardized death rates, fires, per 100,000"
SA_0000001452,"Age-standardized death rates, road traffic accidents, per 100,000"
SA_0000001454,"Age-standardized death rates, other unintentional injuries, per 100,000"
SA_0000001456,"Age-standardized death rates (15+ years), alcoholic liver disease, per 100,000"
SA_0000001464_ARCHIVED,"Cautions and arrests for drink-driving, per 100,000 population"
SA_0000001469,"Treatment admissions (inpatient), alcoholic psychosis, per 100,000"
R_excise_specific_reliance,Tax structure: Greater reliance on specific tax in mixed excise regime
R_excise_type,Tax structure: Type of excise tax applied
R_excise_uniform_varied,Tax structure: Uniform excise tax
RS_1845,Population
RS_196,Estimated number of road traffic deaths
RS_208,Attribution of road traffic deaths to alcohol (%)
RS_214,Existence of national speed limits
RS_217,Maximum speed limits
R_Price_premium_estimate,Premium brand of cigarettes - price in currency reported
R_Sp_excise_average,Average - taxes as a % of cigarette price - specific excise
R_total_tax_average,Average - taxes as a % of cigarette price - total tax
R_total_tax_estimate,Most sold brand of cigarettes - taxes as a % of price - total tax
Rev_VAT,Annual tax revenues - value added tax (vat) and other sales taxes
RS_193,Income level
RS_209,Existence of a national seat-belt law
RS_212,Seat-belt wearing rate (%)
R_VAT_average,Average - taxes as a % of cigarette price - value added tax
GOE_Q178,Individuals have the legal right to specify which health-related data from their EHR can be shared with health professionals of their choice
GOE_Q181,Country has national policy or strategy on the use of social media by government organizations
SA_0000001748,"Alcohol, unrecorded per capita (15+) consumption (in litres of pure alcohol) with 95%CI"
SA_0000001502_ARCHIVED,Adopted written national policy on alcohol
SA_0000001503_ARCHIVED,Alcoholic beverage legally defined
