IndicatorCode,IndicatorName,Language
SA_0000001455,"Age-standardized death rates, violence, per 100,000",EN
GOE_Q144,Country has national EHR,EN
GOE_Q146,Country has specific legislation governing the use of national EHR system,EN
GOE_Q154,Lack of infrastructure,EN
R_Curr_lowest_cost,Cheapest brand of cigarettes - currency reported,EN
R_excise_min_specific,Tax structure: Minimum specific tax applied in ad valorem or mixed excise regime,EN
R_excise_proportion,Tax structure: Excise tax proportion of price,EN
R_Group,Raising taxes on tobacco,EN
GOE_Q160,National strategy does not promote the adoption of EHR,EN
GOE_Q173,Which governs the sharing of digital data between health professionals  in health services in other countries through the use of an EHR,EN
SA_0000001429,"Age-standardized DALYs, mouth and oropharynx cancer, per 100,000",EN
SA_0000001449,"Age-standardized death rates, oesophagus cancer, per 100,000",EN
SA_0000001458,"Age-standardized death rates (15+ years), poisoning, per 100,000",EN
GOE_Q198,Effective standards and best practices for data capture not fully established,EN
SA_0000001720,Restrictions on product placement in films/movies,EN
SA_0000001721,Importance of measures for enhancing compliance with age limits,EN
P15_complaints,National smoking ban: CITIZEN COMPLAINTS AND INVESTIGATIONS,EN
P16_subnat_complete_bans_exist,Comprehensive bans in place subnationally,EN
P2_compliance,Compliance of ban on smoking in EDUCATIONAL FACILITIES EXCEPT UNIVERSITIES,EN
P2_education,National smoking ban in EDUCATIONAL FACILITIES EXCEPT UNIVERSITIES,EN
P4_compliance,Compliance of ban on smoking in GOVERNMENT FACILITIES,EN
P8_compliance,Compliance of ban on smoking in PUBLIC TRANSPORT,EN
PercposANC,"Antenatal care attendees who were positive for syphilis (%), reported",EN
GOE_Q030_3,Providing guidance on privacy and security,EN
GOE_Q030_4,Providing oversight and enforcement of data ownership,EN
GOE_Q058,Infrastructure,EN
GOE_Q059,Funding,EN
GOE_Q061,Cost-effectiveness,EN
GOE_Q063,Legal,EN
GOE_Q069,Country has telehealth policy or strategy,EN
GOE_Q070,Strategy includes objectives as to how telehealth contributes to UHC,EN
GOE_Q081,Evaluation of any government-sponsored telehealth programmes,EN
GOE_Q104_2,Improving access to content and experts,EN
GOE_Q104_3,Enabling access to education where learning facilities are limited,EN
GOE_Q118,eLearning used for in-service training of health professionals,EN
GOE_Q120,eLearning courses accredited by continuing medical education or professional licensing bodies,EN
SA_0000001457_ARCHIVED,"Liver cirrhosis, age-standardized death rates (15+), per 100,000 population",EN
SA_0000001459,"Road traffic crash deaths, age-standardized death rates (15+), per 100,000 population",EN
SA_0000001459_ARCHIVED,"Road traffic crash deaths, age-standardized death rates (15+), per 100,000 population",EN
SA_0000001462,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",EN
SA_0000001462_ARCHIVED,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",EN
GOE_Q182,Policy or strategy makes specific reference tothe use of social media in the health domain,EN
GOE_Q196,Country has  national policy or strategy regulating the use of big data in the health sector,EN
GOE_Q197,Country has national policy or strategy regulating the use of big data by private companies,EN
GOE_Q200,Capacity building required for new skills,EN
SA_0000001719,Advertising restrictions on social media,EN
SA_0000001719_ARCHIVED,Advertising restrictions on social media,EN
GOE_Q132,Lack of infrastructure,EN
SA_0000001405,"Alcohol, tourist consumption (in litres of pure alcohol)",EN
SA_0000001722,Government support for community action,EN
SA_0000001726,Penalties for drink driving,EN
SA_0000001730,Price measures,EN
GOE_Q175,Which allows individuals electronic access to their own health-related data when held in an EHR,EN
GOE_Q177,Which allows individuals to demand the deletion of health-related data from their EHR,EN
GOE_Q199,Insufficient incentives for data sharing,EN
R_Other_average,Average - taxes as a % of cigarette price - other taxes,EN
R_Price_mp_estimate,Most sold brand of cigarettes - price in currency reported,EN
R_Price_premium_usd,Premium brand of cigarettes - price in US$ at official exchange rates,EN
SA_0000001721_ARCHIVED,Importance of measures for enhancing compliance with age limits,EN
SA_0000001723,Community-based interventions involving stakeholders,EN
SA_0000001727,Sobriety checkpoints,EN
SA_0000001724,National guidelines for implementing effective community-based interventions,EN
SA_0000001724_ARCHIVED,National guidelines for implementing effective community-based interventions,EN
SA_0000001725,National alcohol policy specifically involves young people activities,EN
SA_0000001727_ARCHIVED,Sobriety checkpoints,EN
SA_0000001728,Detection of marketing infringements,EN
SA_0000001728_ARCHIVED,Detection of marketing infringements,EN
SA_0000001729_ARCHIVED,Penalties for marketing infringements,EN
SA_0000001730_ARCHIVED,Price measures,EN
SA_0000001732_ARCHIVED,New types of alcoholic beverages emerging,EN
SA_0000001733,"Consumer information about calories, additives, etc on containers",EN
SA_0000001739,"Alcohol, heavy episodic drinking (15+) past 30 days (%), age-standardized",EN
SA_0000001739_ARCHIVED,"Alcohol, heavy episodic drinking (15+) past 30 days (%), age-standardized with 95%CI",EN
R_imp_duty_average,Average - taxes as a % of cigarette price - import duties,EN
R_imp_duty_estimate,Most sold brand of cigarettes - taxes as a % of price - import duties,EN
R_Other_estimate,Most sold brand of cigarettes - taxes as a % of price - other taxes,EN
R_Sp_excise_estimate,Most sold brand of cigarettes - taxes as a % of price - specific excise,EN
RADON_Q201,Existence of any national radon activity,EN
RADON_Q301,Existence of national radon survey(s),EN
RADON_Q401,Existence of national radon action plan,EN
RADON_Q403,Radon in building regulations for new buildings,EN
R_Price_premium_ppp,Premium brand of cigarettes - price in international dollars,EN
R_VAT_estimate,Most sold brand of cigarettes - taxes as a % of price - value added tax,EN
RADON_Q304,Data in national radon database,EN
RADON_Q402,Existence of national radon regulations,EN
RADON_Q404,Radon in building regulations for existing buildings i.e. renovation/remodeling/major alteration,EN
SA_0000001413_ARCHIVED,"Alcohol, consumers past 12 months (%)",EN
SA_0000001420,"Age-standardized DALYs, colon and rectum cancers, per 100,000",EN
SA_0000001421,"Age-standardized DALYs, diabetes mellitus, per 100,000",EN
SA_0000001423,"Age-standardized DALYs, falls, per 100,000",EN
PercposMSM,Men who have sex with men (MSM) with active syphilis (%),EN
PercposSW,Sex workers with active syphilis (%),EN
PerctestedANC,"Women accessing antenatal care (ANC) services who were tested for syphilis (%), reported",EN
pncall,Postnatal care visit within two days of birth (in the x years preceding the survey) (%),EN
pnchome5,Postnatal care visit within two days of birth - born outside a health facility (in the five years preceding the survey) (%),EN
R_Ad_val_average,Average - taxes as a % of cigarette price - ad valorem excise,EN
R_admin_duty_free_allowance,"Tax administration: If duty free imports are limited, duty free allowance (number of cigarette sticks)",EN
R_Curr_mp,Most sold brand of cigarettes - currency reported,EN
R_Curr_premium_cost,Premium brand of cigarettes - currency reported,EN
GOE_Q153,Lack of capacity,EN
GOE_Q155,Lack of funding,EN
GOE_Q156,lack of evidence showing effectiveness of EHR,EN
GOE_Q157,Lack of evidence showing cost-effectiveness or EHR,EN
GOE_Q171,To protect the privacy of individuals' health-related  data held in electronic format as an EHR,EN
RADON_Q603,Radon concentration measurements for existing buildings,EN
RADON_Q701,Mandatory preventive measures (new buildings),EN
SA_0000001460,"Age-standardized death rates (15+ years), violence, per 100,000",EN
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",EN
SA_0000001461_ARCHIVED,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",EN
SA_0000001427,"Age-standardized DALYs, liver cirrhosis, per 100,000",EN
SA_0000001430,"Age-standardized DALYs, oesophagus cancer, per 100,000",EN
SA_0000001431,"Age-standardized DALYs, poisoning, per 100,000",EN
SA_0000001432,"Age-standardized DALYs, prematurity and low birth rate, per 100,000",EN
SA_0000001435,"Age-standardized DALYs, other unintentional injuries, per 100,000",EN
SA_0000001436,"Age-standardized DALYs, violence, per 100,000",EN
SA_0000001457,"Liver cirrhosis, age-standardized death rates (15+), per 100,000 population",EN
RADON_Q405,Radon in national drinking-water regulations,EN
RADON_Q501,Existence of national reference level for dwellings and buildings with high public occupancy,EN
SA_0000001463_ARCHIVED,"Alcoholic psychosis, incidence, per 100,000",EN
SA_0000001464,"Cautions and arrests for drink-driving, per 100,000 population",EN
SA_0000001465,"Hospital discharges, alcohol-related injuries and poisoning, per 100,000",EN
SA_0000001734,Number of standard alcoholic drinks displayed on containers,EN
SA_0000001740,Alcohol-attributable Years of Life Lost (YLL) score,EN
SA_0000001741,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)",EN
SA_0000001463,"Alcoholic psychosis, incidence, per 100,000",EN
SA_0000001467,Perceived trend in alcohol-related harm and consequences,EN
SA_0000001470_ARCHIVED,"Alcohol-related road traffic crashes, per 100,000 population",EN
SA_0000001472,"Alcohol-related injury mortality, per 1,000",EN
SA_0000001733_ARCHIVED,"Consumer information about calories, additives, etc on containers",EN
SA_0000001734_ARCHIVED,Number of standard alcoholic drinks displayed on containers,EN
SA_0000001736,Action Plan for implementation of alcohol policy,EN
SA_0000001737_ARCHIVED,"Alcohol, regional per capita (15+) consumption (in litres of pure alcohol)",EN
SA_0000001742_ARCHIVED,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)",EN
SA_0000001743_ARCHIVED,"Alcohol-attributable fractions, all-cause deaths (%)",EN
RADON_Q502,Existence of national reference level for buildings with high public occupancy,EN
RADON_Q602,Radon concentration measurements for new buildings,EN
Rev_curr,Annual tax revenues - currency,EN
Rev_govt_total,Annual tax revenues - total revenues,EN
SA_0000001740_ARCHIVED,Alcohol-attributable Years of Life Lost (YLL) score,EN
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",EN
SA_0000001744_ARCHIVED,"Alcohol, regional prevalence of alcohol dependence (%)",EN
SA_0000001745,"Alcohol, regional prevalence of alcohol use disorders (%)",EN
RADON_Q703,Financial support provided for mitigation (existing dwellings),EN
RADON_Q704,Authorization/accreditation required for prevention/mitigation service providers,EN
RADON_Q705,Official standards/guidelines for prevention/mitigation,EN
RADON_Q706,Existence of training/education on prevention/mitigation,EN
RADON_Q802,Inclusion of radon measurements in property transactions,EN
Rev_excise,Annual tax revenues - total excise (specific and ad valorem),EN
RADON_Q702,Mandatory mitigation measures if legal value is exceeded (existing buildings),EN
RADON_Q801,Existence of national radon risk communication strategy,EN
RateCS,"Congenital syphilis rate per 100 000 live births, reported",EN
Rev_year,Annual tax revenues - year,EN
SA_0000001466,"Hospital discharges, alcoholic liver disease, per 100,000",EN
SA_0000001468,"Treatment admissions (inpatient), alcohol dependence, per 100,000",EN
SA_0000001474,Alcoholic excise tax revenue as a per cent of government revenue,EN
SA_0000001474_ARCHIVED,Alcoholic excise tax revenue as a per cent of government revenue,EN
SA_0000001475_ARCHIVED,Annual revenues from alcohol excise tax in millions US$,EN
SA_0000001477_ARCHIVED,Social costs of alcohol use in millions US$,EN
RS_210,Applicability of seat-belt law to all occupants,EN
RS_213,Existence of a national child-restraint law,EN
RS_219,Applicability of national motorcycle helmet law to all occupants,EN
RS_223_BIS,Law requires helmet to be fastened,EN
RS_229,Availability of funding for national road safety strategy,EN
RSUD_1,"Point prevalence (%), alcohol use disorders, 15+ years",EN
RSUD_130,Government unit/official responsible for treatment of substance use disorders,EN
SA_0000001440,"Age-standardized death rates, diabetes mellitus, per 100,000",EN
SA_0000001441,"Age-standardized death rates, drownings, per 100,000",EN
SA_0000001443,"Age-standardized death rates, fires, per 100,000",EN
SA_0000001452,"Age-standardized death rates, road traffic accidents, per 100,000",EN
SA_0000001454,"Age-standardized death rates, other unintentional injuries, per 100,000",EN
SA_0000001456,"Age-standardized death rates (15+ years), alcoholic liver disease, per 100,000",EN
SA_0000001464_ARCHIVED,"Cautions and arrests for drink-driving, per 100,000 population",EN
SA_0000001469,"Treatment admissions (inpatient), alcoholic psychosis, per 100,000",EN
R_excise_specific_reliance,Tax structure: Greater reliance on specific tax in mixed excise regime,EN
R_excise_type,Tax structure: Type of excise tax applied,EN
R_excise_uniform_varied,Tax structure: Uniform excise tax,EN
RS_1845,Population,EN
RS_196,Estimated number of road traffic deaths,EN
RS_208,Attribution of road traffic deaths to alcohol (%),EN
RS_214,Existence of national speed limits,EN
RS_217,Maximum speed limits,EN
R_Price_premium_estimate,Premium brand of cigarettes - price in currency reported,EN
